Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,
2014-06-23,Cairns,16,26.1,0,5.6,8,SSE,39,SSE,SSE,19,17,65,68,1017.8,1014.8,2,2,22.7,24.6,No,No,
2014-07-02,Cairns,17.7,25,0,8,10,SSE,50,SSE,SSE,31,24,51,49,1020.4,1017.5,2,3,20.6,23.5,No,No,
2014-07-23,Cairns,14.2,26.9,0,6.2,10,SE,37,SE,ESE,20,20,58,48,1018.1,1014.8,1,3,21.9,24.8,No,No,
2014-08-24,Cairns,17.5,27.2,0,6,11,SE,44,SSE,ESE,22,30,64,52,1019.1,1015.8,1,2,23.3,25,No,No,
2014-08-27,Cairns,12.3,27.6,0,7.6,11,SE,33,ESE,ENE,20,24,57,37,1017.7,1013.6,1,1,21.3,26.8,No,No,
2014-08-29,Cairns,11.8,27.2,0,8.4,11,SE,52,SSE,ESE,22,33,54,48,1018.7,1016.1,2,1,22.6,25.4,No,No,
2014-09-21,Cairns,17.5,29.3,0,7,9,E,35,SSE,ESE,19,22,58,44,1018.8,1015.2,7,7,26.2,28.1,No,No,
2014-09-30,Cairns,19.7,29.4,1.4,6.6,9,SE,46,S,E,17,20,72,38,1019,1015.3,7,1,22.6,27.4,Yes,No,
2014-10-05,Cairns,19.8,30.5,0,7.2,11,SE,39,SE,ESE,17,24,58,42,1017.2,1013.8,4,1,25.9,28.6,No,No,
2014-10-13,Cairns,19.7,29.3,0,6.8,7,NE,30,ESE,NNE,11,15,62,63,1016.4,1012.7,4,7,25.9,26.5,No,Yes,
2014-11-13,Cairns,20.9,31.8,0,10.4,11,ENE,41,SE,E,19,26,55,50,1014.8,1012.1,2,2,27.6,30.2,No,No,
2014-11-26,Cairns,23.6,32.7,0,10,9,ESE,43,SE,E,22,22,74,46,1012,1010.2,7,1,27.2,31.6,No,Yes,
2014-11-29,Cairns,21.9,29.5,7,22,4,ESE,43,SSW,ESE,11,24,85,62,1012.4,1009.6,6,5,24.9,28.7,Yes,Yes,
2014-12-17,Cairns,23.8,31.9,0,6.4,11,NNE,28,NNE,NE,9,17,54,57,1010.2,1007.7,1,1,30.2,30.6,No,No,
2014-12-29,Cairns,23.9,32.5,0,8.4,10,NE,28,ESE,NE,9,17,67,61,1009.7,1006.7,3,1,29.6,31.2,No,No,
2015-01-09,Cairns,24.4,32.1,1.4,4.6,10,SE,48,SSE,ESE,26,33,72,58,1006.5,1003,6,5,27.8,31.2,Yes,No,
2015-01-22,Cairns,26.1,32.1,0,7.4,5,S,39,NNW,N,4,19,76,69,1004.5,1000.9,8,8,28.8,31,No,No,
2015-01-28,Cairns,24.5,36.1,0,5.4,11,NE,30,SSW,NNE,6,17,50,68,1001.6,999.6,5,6,32.3,32.4,No,No,
2015-02-04,Cairns,19.9,33.8,0,8.6,11,SSE,31,SSE,ENE,17,20,55,51,1007.6,1004.7,1,3,28.9,32.3,No,No,
2015-02-11,Cairns,23,29.8,12,7.4,4,ESE,54,SSE,S,24,11,80,86,1012.1,1008.9,5,7,26,26.5,Yes,Yes,
2015-02-24,Cairns,25.8,32.6,0,6.2,6,ENE,26,NE,NE,7,15,67,78,1008.7,1005.6,8,8,31.4,31.4,No,No,
2015-02-28,Cairns,23.6,31.3,0,5,11,NNE,30,SE,NNE,11,15,68,69,1008.1,1006.1,4,3,29.2,29.5,No,No,
2015-03-25,Cairns,22.3,31.1,0,3.8,11,NE,26,NW,NE,6,13,77,65,1016,1012.4,1,4,27.3,29.7,No,No,
2015-04-28,Cairns,17.8,28.9,0,7.4,10,SE,44,SE,SE,19,33,53,45,1017.6,1013.7,1,1,24.9,27.6,No,No,
2015-05-14,Cairns,17.3,28.1,0,5.8,10,SSE,56,SSE,SE,28,31,44,51,1017.5,1016,6,7,24.7,25.3,No,No,
2015-06-12,Cairns,20.4,26.1,28.2,2,5,SE,50,SSE,SE,24,31,76,71,1017.6,1014.7,6,7,24,24.9,Yes,Yes,
2015-06-19,Cairns,19.8,28.5,0,3.8,9,E,30,S,ESE,15,15,72,59,1015.5,1012.3,2,3,24.3,27.2,No,No,
2015-07-12,Cairns,16.9,26.6,0,3.6,10,ENE,26,ENE,E,6,9,77,59,1018.4,1014.9,1,2,22.5,25.5,No,No,
2015-07-15,Cairns,9.9,24.5,0,5.2,11,SE,30,WSW,ENE,7,15,59,43,1018.8,1016,1,1,19.2,23.5,No,No,
2015-07-25,Cairns,18.7,28.2,0,NA,10,SE,30,SSE,ESE,19,17,72,57,1019.8,1017.2,NA,2,23.2,27.2,No,No,
2015-08-11,Cairns,13.6,26.1,0,4,11,NNE,22,SW,NNE,6,13,67,62,1020.3,1017.4,1,1,22.2,25.2,No,No,
2015-08-18,Cairns,15.6,26.6,0,6.4,9,NE,28,E,NE,7,17,64,55,1019.1,1016,1,3,22.7,25.2,No,No,
2015-09-06,Cairns,17.2,27.3,0,6.8,4,ENE,30,SE,E,11,15,59,60,1019.6,1016.2,3,5,25,24.7,No,No,
2015-10-25,Cairns,22.2,30.7,0,6.8,11,E,35,ESE,NE,9,22,68,63,1018.9,1016,2,2,27.7,29.3,No,No,
2015-11-05,Cairns,22,30,0,6.6,7,NNE,30,E,NNE,11,15,63,70,1014.6,1010.5,5,6,27.9,27.9,No,No,
2015-11-26,Cairns,22.6,32.1,0,8.5,11,NE,33,SE,ENE,11,24,63,60,1013.1,1010.2,2,1,29.1,31,No,No,
2015-12-27,Cairns,24.5,31,0.4,4.2,9,NE,30,E,NNE,7,17,72,77,1009.9,1006.5,6,5,29.2,29.9,No,Yes,
2016-01-20,Cairns,24.1,32.9,0,5.5,12,ESE,35,SSE,ESE,19,26,69,52,1015.9,1011.8,2,1,29.1,31.5,No,No,
2016-02-24,Cairns,23.6,31.5,75,NA,11,SE,39,SE,SE,11,26,86,65,1013,1009.3,7,6,26.9,30.2,Yes,No,
2016-02-27,Cairns,21.2,33.9,0,7,12,W,30,W,N,19,17,66,47,1011.7,1008.8,0,0,27.9,32.4,No,No,
2016-03-01,Cairns,25.4,33.6,0,6.6,8,S,35,SSE,NE,17,19,68,64,1013.7,1009.3,5,4,28.2,31.5,No,No,
2016-03-21,Cairns,26.1,31.5,0,6.3,7,SE,33,WNW,NNE,9,15,78,76,1009.1,1005.1,7,NA,28.7,30.9,No,No,
2016-04-03,Cairns,23.7,31.9,2.2,5.4,11,SE,57,SE,SE,26,31,66,51,1014.2,1012.6,3,3,28.4,31.3,Yes,No,
2016-04-14,Cairns,23.3,31.3,2.2,7.8,9,SSE,59,S,SE,22,31,82,66,1014.5,1012.7,6,6,26.3,30.2,Yes,No,
2016-04-20,Cairns,22.9,30.4,0,7.4,6,SE,43,SSE,SSE,13,17,75,82,1016.2,1013.6,6,7,26.1,26.7,No,Yes,
2008-12-08,Townsville,22.5,30.9,76.8,NA,6,SSW,54,NE,ENE,2,13,93,70,1011,1006.3,7,3,24.4,30.4,Yes,Yes,
2008-12-27,Townsville,26.5,33.2,0,10.2,11,E,39,E,ENE,20,26,66,65,1010,1006.8,6,6,30.6,30.4,No,No,
2009-01-08,Townsville,26.3,31.6,0,6.4,4,E,43,SSE,E,13,24,67,71,1006,1003.7,7,7,29.6,30,No,No,
2009-01-15,Townsville,24.1,30,86.2,NA,7,ESE,31,SE,ENE,15,24,96,74,1011.4,1009.2,7,7,24.9,29.5,Yes,No,
2009-01-19,Townsville,24.1,31.1,1.4,6.2,10,E,54,SE,E,20,28,80,65,1013.2,1010.4,7,5,27,30.1,Yes,No,
2009-02-15,Townsville,25.9,31.6,0,4,10,NE,26,W,ENE,9,17,80,72,1007.8,1005.2,7,4,28.6,30.4,No,No,
2009-02-18,Townsville,24,31.6,0,6,12,ENE,33,NW,ENE,6,22,68,73,1005.1,1002.3,1,2,29.2,30.3,No,No,
2009-02-20,Townsville,25.7,32.3,0,7.6,11,NNE,28,NE,NE,7,20,70,60,1009.8,1007.3,7,7,29.9,31.4,No,No,
2009-03-06,Townsville,25,31.3,0,8.6,4,E,48,SE,E,15,31,67,71,1009.3,1007,7,8,28.9,28.9,No,No,
2009-03-09,Townsville,24.5,31.5,3,5.6,9,NE,33,SSE,NE,6,26,70,67,1009.8,1006.1,6,4,29,30.1,Yes,No,
2009-03-13,Townsville,24.4,31.9,1.2,5.8,11,ENE,33,S,ENE,19,22,68,60,1012.4,1008.7,6,4,28.5,31.2,Yes,No,
2009-03-26,Townsville,20.6,31.8,0,10.2,11,ENE,44,SE,ENE,19,30,41,38,1017.6,1013.9,3,4,27.9,30.4,No,No,
2009-03-31,Townsville,19.7,31.4,0,7,11,NE,28,NW,N,4,17,67,54,1012.5,1008.6,1,1,26.9,30.4,No,No,
2009-04-18,Townsville,21,28.9,0.2,6.8,8,ENE,28,SSE,ENE,6,20,66,60,1015.7,1013,3,6,26.3,28,No,No,
2009-04-20,Townsville,20.3,29,0,5,9,NNE,31,W,N,6,17,78,58,1012.2,1009.1,7,7,25.7,27.9,No,No,
2009-04-29,Townsville,18.7,29.5,0,7,11,ENE,35,SE,ENE,17,28,65,47,1017.1,1013.3,2,2,25.8,28.4,No,No,
2009-05-12,Townsville,19.7,27.9,3,3.4,7,NE,33,SE,E,15,17,73,66,1014.9,1012.1,4,7,23.8,25.1,Yes,No,
2009-05-23,Townsville,12.5,26.1,0,6.4,11,SW,28,SW,NNE,15,19,46,41,1013.5,1009.2,0,1,21.1,24.8,No,No,
2009-05-28,Townsville,17.1,27.3,0.2,4.8,10,NE,37,SSW,ENE,7,28,73,67,1017.8,1014.9,2,2,23.1,25.4,No,No,
2009-06-07,Townsville,16.6,29.1,0,4.2,9,NNE,28,W,W,13,13,71,63,1015.2,1011.7,2,7,24.1,26.4,No,No,
2009-07-04,Townsville,10.9,25.1,0,9.2,11,SSW,37,SW,E,17,13,30,26,1018.7,1014.7,0,0,19.4,24.2,No,No,
2009-08-04,Townsville,12.5,27.2,0,6.6,10,NE,39,SSW,ENE,11,30,55,52,1019,1015.3,1,6,21.5,24.4,No,No,
2009-08-08,Townsville,12.4,26.8,0,5.4,10,ENE,35,NA,ENE,0,28,68,46,1017,1013.3,0,1,21.5,25.1,No,No,
2009-08-10,Townsville,13.3,25.5,0,6,10,ENE,35,ESE,ENE,13,30,64,63,1018.7,1015.7,1,2,21.4,24.4,No,No,
2009-09-02,Townsville,21.9,28.8,0,8,7,ENE,31,ENE,NE,17,20,76,61,1018.6,1015.3,7,3,25.1,27.9,No,Yes,
2009-09-06,Townsville,17.2,29.6,0,6.8,10,NNE,35,W,N,6,20,68,51,1016.4,1012.3,3,1,26,28.2,No,No,
2009-09-15,Townsville,20.2,28.6,0,9.6,10,ENE,39,SE,ENE,17,30,57,54,1018.5,1014.4,2,1,25.5,26.8,No,No,
2009-09-21,Townsville,15.2,28.4,0,8,11,NNE,39,NE,N,13,22,54,50,1016.4,1012.3,3,1,26.1,27,No,No,
2009-09-27,Townsville,17.8,33.2,0,10.2,10,SSW,46,SSW,ENE,31,20,6,14,1014.5,1009.4,0,0,25.4,31.1,No,No,
2009-09-29,Townsville,17.7,29.1,0,9.8,10,NNE,33,ESE,ENE,9,22,60,51,1014,1010.4,2,1,26.2,27.9,No,No,
2009-10-11,Townsville,23.4,29.1,0,12.8,10,E,41,ENE,NE,28,30,53,50,1020.6,1016.1,3,1,26.9,27.1,No,No,
2009-10-15,Townsville,17.6,34.4,0,7.2,11,NE,33,SE,NE,9,24,20,26,1014.7,1010.4,0,0,30.5,33,No,No,
2009-10-21,Townsville,17,29.6,0,11.8,12,NE,46,ESE,ENE,26,35,36,47,1021.8,1017.5,1,1,27.4,27.4,No,No,
2009-11-02,Townsville,21.3,29.7,0,11.8,12,ENE,50,ESE,ENE,24,35,51,46,1019.8,1016.3,3,1,27.6,28,No,No,
2009-11-07,Townsville,22.1,30.3,0.4,11.4,4,E,56,SE,ESE,17,28,57,88,1017.5,1016,7,8,28.1,23.3,No,Yes,
2009-11-22,Townsville,25.2,30.8,0,12,11,ENE,39,ENE,ENE,22,31,52,53,1013.8,1011.1,3,6,28.9,29.7,No,No,
2009-11-24,Townsville,22.4,31.6,1.4,10.2,9,ENE,48,SE,ENE,17,33,71,55,1014.4,1012.2,8,7,26,29.9,Yes,No,
2009-12-17,Townsville,23.8,31.9,4.6,12.2,12,ENE,46,ESE,ENE,24,33,57,50,1016.7,1013.2,6,1,28.4,30.2,Yes,No,
2009-12-27,Townsville,24.8,31.8,2.8,4.4,8,NNE,35,ENE,NNE,13,11,65,66,1010,1007.2,7,5,29.1,29.1,Yes,Yes,
2010-01-31,Townsville,24.4,31.7,77.8,NA,8,N,65,NNW,N,24,24,82,69,1000,996.6,7,7,28.5,30.7,Yes,No,
2010-02-21,Townsville,25,31.3,0,6.8,7,ESE,41,ESE,ENE,17,28,74,66,1013.5,1010.9,7,6,28.7,30.2,No,No,
2010-03-06,Townsville,24.1,34.6,0,7.2,12,S,35,SSW,S,13,15,55,38,1010.3,1006.6,1,3,29.8,33.7,No,No,
2010-03-16,Townsville,21.5,30.5,0.8,6.2,8,SSE,39,SSE,SSE,6,26,58,63,1014.4,1011.7,4,7,27.5,27.5,No,No,
2010-03-29,Townsville,24.6,30,0,5,8,ENE,46,ESE,ENE,22,30,78,69,1014.6,1012.2,7,7,27.1,29.1,No,No,
2010-03-30,Townsville,23.6,30,0.2,6.4,9,ESE,35,ESE,ENE,20,26,75,64,1015,1012.2,7,6,27.5,29,No,Yes,
2010-04-08,Townsville,22.1,29.7,0,5.6,11,ENE,33,SE,ENE,15,24,68,65,1018,1014.2,2,7,26.8,28.7,No,No,
2010-04-20,Townsville,21.2,30.6,0.2,3,8,ESE,33,SSW,NE,17,20,65,67,1014.2,1010.7,2,6,25.9,27.7,No,No,
2010-05-03,Townsville,21.6,29.9,0,6,8,SE,48,SE,E,17,30,61,58,1018.4,1015.2,4,7,26.4,28.2,No,No,
2010-05-20,Townsville,13.6,26.9,0,7.4,7,ESE,28,SE,ENE,7,17,50,53,1018.4,1014.5,4,7,22.3,24.3,No,No,
2010-06-24,Townsville,16,26.4,0,7.6,9,ENE,44,SE,ESE,6,31,63,51,1020.8,1017,6,3,21.8,25.6,No,No,
2010-06-27,Townsville,15.4,26,0,5.4,10,NE,28,NA,NE,0,15,73,63,1018.1,1014.9,1,1,22,24.6,No,No,
2010-06-30,Townsville,16.6,27.6,0,4.2,8,ENE,31,SSW,NE,13,22,77,60,1018.9,1016.2,6,7,22.7,25.4,No,No,
2010-09-03,Townsville,17.4,27.1,0,6.4,10,ENE,39,SE,ENE,19,30,70,64,1018.4,1014.7,2,1,24.2,26,No,Yes,
2010-09-22,Townsville,23.9,29.8,0.8,6.8,7,ENE,41,ESE,ENE,19,30,80,71,1018,1014.6,7,3,26.1,28.2,No,Yes,
2010-09-26,Townsville,22.2,29.1,7.8,7.4,11,ENE,35,SE,NE,13,28,78,71,1017.4,1013.8,6,2,26,27.4,Yes,No,
2010-10-27,Townsville,20.9,29.7,0,6.8,11,ENE,37,E,ENE,17,26,60,69,1015.1,1011.6,3,6,27.6,27.2,No,No,
2010-12-04,Townsville,23.1,29.5,0.2,4.8,12,ESE,48,ENE,ENE,9,24,76,77,1007.9,1004.5,6,7,27.9,28.4,No,No,
2010-12-14,Townsville,24.6,31.5,0.8,5.8,10,ENE,39,ENE,ENE,11,26,67,75,1009.7,1007.4,2,6,30.2,29.3,No,No,
2010-12-30,Townsville,25.8,31.1,1.6,5.8,10,NE,31,E,NE,11,20,75,72,1011.3,1008.8,7,7,30,30.6,Yes,No,
2011-01-05,Townsville,24.9,30.6,0,5.4,10,ENE,33,ENE,ENE,13,28,68,70,1006.7,1002.9,4,2,28.7,30.3,No,No,
2011-01-24,Townsville,21.1,30.8,0.4,6.6,12,ENE,31,SE,ENE,9,22,56,57,1008.4,1005.2,0,1,28.1,29.9,No,No,
2011-01-31,Townsville,24.2,31.1,2,6.2,8,NE,31,NNE,ENE,4,26,75,68,1010.1,1008.4,6,4,28.1,30.8,Yes,Yes,
2011-02-12,Townsville,23.4,30.1,1.4,7.2,12,ESE,35,SE,NE,15,26,63,70,1012.6,1009,1,3,28.1,29.6,Yes,No,
2011-03-20,Townsville,26,30,1,4.2,5,SW,44,NW,N,15,13,76,73,1009.5,1004.6,7,6,28.3,29,No,Yes,
2011-05-18,Townsville,17.2,27.2,0,6.2,10,ESE,52,SE,ESE,20,33,57,48,1021.8,1019.5,1,3,22.9,25,No,No,
2011-05-21,Townsville,18.7,28.6,2,3,8,E,48,SSE,E,13,35,71,63,1018,1015.1,3,2,23.8,26.4,Yes,No,
2011-05-26,Townsville,11.6,23.7,0,5.4,11,SSW,35,SSE,SSE,13,22,40,22,1018.1,1013.7,0,0,17.1,23.2,No,No,
2011-06-21,Townsville,10.2,24.5,0,4,10,ENE,26,NA,NE,0,15,76,43,1018.7,1013.9,7,5,18.1,23.5,No,No,
2011-06-30,Townsville,17.9,26.4,0.4,7.2,8,SE,54,SSE,E,22,26,56,50,1022.2,1019.1,4,5,22.4,24.8,No,No,
2011-07-02,Townsville,12.3,25.4,0,6.8,9,E,39,S,ENE,15,28,56,58,1020.8,1017.1,3,2,20.3,23.3,No,No,
2011-08-05,Townsville,15.9,26,0,7.2,5,E,57,SE,ESE,17,39,59,51,1021.3,1019.1,6,6,21.5,23.8,No,No,
2011-08-29,Townsville,21.5,27.3,0,4,10,E,35,E,NE,20,24,70,74,1018.9,1015.2,4,2,25.5,25.6,No,No,
2011-08-30,Townsville,21.5,27.8,0,6.4,6,NE,35,ESE,ENE,19,26,74,72,1017.4,1014.5,7,3,25.2,25.9,No,No,
2011-08-31,Townsville,18.8,27.3,0,5.2,11,ESE,41,ESE,ENE,7,31,68,67,1018.4,1015.4,1,2,24.7,25.2,No,No,
2011-09-10,Townsville,16.4,27.6,0,10.6,11,S,48,S,SW,26,17,22,11,1020.3,1014.9,3,6,21,26.6,No,No,
2011-09-28,Townsville,21.5,28,0,7.2,9,ENE,43,E,ENE,24,31,61,54,1017.7,1013.9,5,2,25.6,26.2,No,No,
2011-10-03,Townsville,13.5,27.5,0,9.8,11,NE,35,NE,ENE,15,28,59,52,1016.9,1013,1,1,24.2,25.5,No,No,
2011-10-13,Townsville,24.4,30.4,0,10.2,6,NNE,31,N,NNE,15,17,68,68,1015,1011.6,7,6,27.8,28.3,No,No,
2011-10-22,Townsville,22.5,29.1,0,12,10,ENE,48,ESE,ENE,30,31,61,55,1018.4,1015.1,7,6,25.8,28.1,No,No,
2011-10-29,Townsville,23,30.2,0,10.8,11,ENE,31,ENE,ENE,20,24,62,54,1014.2,1010.6,3,1,27.2,28.2,No,No,
2011-10-30,Townsville,23.8,29.9,0.2,8.8,9,ENE,39,NE,ENE,20,30,64,62,1012.6,1009.5,4,4,27.5,28.2,No,No,
2011-11-05,Townsville,22.1,30.1,0,6.2,5,ENE,44,ENE,ENE,28,31,58,58,1014.6,1011.3,6,5,28.9,28.1,No,No,
2011-11-17,Townsville,22.9,30.7,0,11,12,ENE,43,E,ENE,22,30,55,58,1014.4,1011.2,3,3,28.5,28.7,No,No,
2011-11-27,Townsville,24,32.2,0,10.4,12,ENE,39,ENE,NE,11,31,61,49,1012.1,1009.6,3,1,29.3,30.9,No,No,
2011-11-28,Townsville,24,31.7,0,11,12,ESE,52,E,ENE,19,33,62,59,1013,1009.6,3,5,30.1,30.2,No,Yes,
2011-12-06,Townsville,22.9,30.3,11.2,6.6,7,ENE,39,E,ENE,20,26,73,74,1008.7,1005.1,3,4,27.5,28.8,Yes,No,
2011-12-19,Townsville,24.1,30.2,0,8,8,ENE,41,ESE,ENE,24,33,65,64,1011.2,1008,7,6,28,28.9,No,No,
2011-12-21,Townsville,23.5,31.4,0,10.2,12,ENE,39,SE,ENE,15,30,54,54,1009.6,1006.8,5,5,28.3,29.6,No,No,
2011-12-26,Townsville,26.9,32.6,0,9.4,7,N,35,N,N,19,26,74,72,1008.1,1004.8,7,7,29.7,30.4,No,No,
2012-01-12,Townsville,26.1,33.4,0,8.6,11,N,39,N,N,13,19,67,57,1009.6,1006.7,6,4,29.8,32.7,No,No,
2012-01-19,Townsville,23.3,30.3,13.8,4.8,4,WNW,35,S,ENE,9,20,79,78,1010.5,1007.8,7,7,27.5,28.9,Yes,No,
2012-02-11,Townsville,24.1,31.3,5.8,8.6,10,NE,28,ENE,NE,9,15,69,66,1010.9,1008.6,5,7,29.6,29.9,Yes,No,
2012-02-16,Townsville,23.6,31.9,1.6,8.6,10,SE,43,ESE,ENE,20,24,64,49,1013.6,1010.9,6,3,29.4,31.3,Yes,No,
2012-02-26,Townsville,24.9,32.4,5.4,5.4,7,SE,46,S,ENE,11,28,70,75,1012.6,1008.4,6,7,29.1,29.6,Yes,Yes,
2012-02-29,Townsville,23.7,31,20,7.2,11,E,43,SE,ENE,22,30,78,63,1011.4,1008.4,3,6,28.7,30.2,Yes,Yes,
2012-03-02,Townsville,25.1,30.4,2.2,8.2,7,ENE,37,ESE,NE,17,24,76,67,1009.2,1006.4,7,2,27.5,29.7,Yes,No,
2012-03-04,Townsville,25.1,31.6,0.6,8.2,11,NE,35,ESE,ENE,15,28,71,71,1011.3,1008.4,2,5,29.2,30.4,No,Yes,
2012-03-24,Townsville,25.2,30.3,0,6,5,E,35,SSE,ESE,15,20,67,68,1009.2,1007.2,5,7,28.9,29,No,No,
2012-04-01,Townsville,20.5,30.6,0,6.6,10,ENE,31,ESE,NE,9,17,62,51,1014.8,1010.8,1,6,27.2,29.3,No,No,
2012-04-04,Townsville,20,32.6,0,6.6,11,N,24,NA,N,0,15,52,34,1014.9,1010.6,0,1,28.8,31.8,No,No,
2012-04-09,Townsville,18.8,31,0,8,11,ENE,33,SW,ENE,11,28,59,57,1016.3,1012.8,1,2,26.6,28.9,No,No,
2012-04-11,Townsville,22.5,31,0,8.8,10,ESE,48,S,ENE,19,28,46,50,1017.6,1014.8,1,3,26.4,29.7,No,No,
2012-04-19,Townsville,19.7,30.2,0,5.6,10,ENE,35,NNW,ENE,2,26,73,66,1014.5,1011.1,7,7,26.1,28.6,No,No,
2012-05-02,Townsville,19.4,29.5,0,7,8,E,43,SSE,E,22,24,69,56,1018.2,1014.9,7,5,25.5,27.6,No,No,
2012-07-11,Townsville,19.2,24.6,8.8,1.4,4,ESE,50,ESE,ESE,30,26,66,68,1018.9,1015.1,6,7,21.7,23.3,Yes,Yes,
2012-07-29,Townsville,10.1,22,0,7.4,11,E,35,SSE,NE,7,22,44,42,1021.7,1018.3,2,1,17.8,20.7,No,No,
2012-08-01,Townsville,10.7,22.8,0,3.2,10,ENE,33,NA,ENE,0,26,61,42,1021.5,1017.1,6,2,17.8,21.6,No,No,
2012-08-11,Townsville,12.2,22.8,0,8.4,11,SSW,37,S,S,19,19,17,13,1022.6,1017.5,0,0,17.7,22.2,No,No,
2012-08-12,Townsville,6.4,22.9,0,4.6,11,ENE,35,S,NE,11,22,32,18,1021.5,1017.4,0,0,17.4,21.7,No,No,
2012-08-13,Townsville,7.2,24.4,0,8,11,ENE,35,NW,ENE,7,28,55,32,1022.4,1019,1,NA,18.2,22.6,No,No,
2012-08-25,Townsville,18.2,27.5,0,5,10,ENE,31,SSE,ENE,2,20,71,63,1018.7,1015,1,1,24.9,26.1,No,No,
2012-09-01,Townsville,17.6,28.2,0,6,11,ENE,39,S,ENE,6,30,63,58,1018.4,1015.3,2,1,24,25,No,No,
2012-09-19,Townsville,18.3,28.9,0,8,11,NE,31,ENE,NNW,13,20,62,50,1017.8,1013.8,5,1,26.2,27.1,No,No,
2012-09-20,Townsville,18,28.4,0,5,11,ENE,30,NE,NE,17,17,62,54,1018.8,1014.5,2,0,25.7,27.5,No,No,
2012-09-25,Townsville,18,29,0,5.6,11,ENE,35,ENE,NNE,9,15,65,58,1015.5,1012.4,3,3,26.6,27.9,No,No,
2012-10-02,Townsville,21.1,29.9,0,7.6,8,E,50,ESE,ENE,28,35,53,57,1021.6,1017.5,5,6,25.9,27.2,No,No,
2012-10-05,Townsville,17,28.7,0,10.6,9,E,48,ESE,ENE,30,30,54,48,1020.4,1017.1,7,1,23.7,27.1,No,No,
2012-10-09,Townsville,16.5,29.6,0,6,11,N,33,N,NNW,15,20,70,55,1012.6,1008.3,3,1,25.4,28,No,No,
2012-10-12,Townsville,20.8,30.9,0,11.2,9,SSW,52,SSW,SSE,37,15,16,15,1019.9,1014.2,6,3,22.8,30.2,No,No,
2012-10-20,Townsville,20.9,29.8,0,8,11,ESE,41,SE,ENE,26,30,44,44,1017.8,1014.3,5,1,26.5,28.3,No,No,
2012-10-24,Townsville,23.3,29.2,0,9.4,10,ENE,50,ESE,ENE,30,35,45,51,1018,1013.6,7,5,26.7,26.4,No,No,
2012-11-06,Townsville,22.7,29.7,0,7.2,12,NE,39,ESE,ENE,24,28,49,54,1016.8,1012.4,1,1,27.4,28.3,No,No,
2012-11-09,Townsville,22.9,31,0,11,12,ENE,37,ENE,ENE,24,26,53,44,1014.6,1011.7,5,NA,27.6,28.8,No,No,
2012-11-19,Townsville,25.8,32.5,0,7.6,10,N,37,NNW,N,17,22,75,63,1011.8,1007.4,7,1,28.2,31.1,No,No,
2012-11-23,Townsville,23.2,31.6,0,11.4,12,ENE,33,NNE,ENE,15,20,59,51,1015,1012.5,4,1,28.7,29.9,No,No,
2012-11-24,Townsville,23.8,31.7,0,9.6,12,ENE,37,NNE,ENE,15,28,59,51,1016.4,1013.6,4,1,27.4,30.4,No,No,
2012-11-28,Townsville,23.5,31.4,0,10,9,NE,39,ENE,NE,26,28,50,51,1014.7,1011.9,6,5,29.6,29.9,No,No,
2013-01-01,Townsville,22.8,32.6,28.6,6,9,ENE,41,ESE,ENE,24,31,57,63,1011.5,1008.7,3,2,30.3,30.1,Yes,No,
2013-01-11,Townsville,25.2,33.8,0,8.6,12,ENE,37,ENE,NE,13,24,52,50,1010.1,1008,1,1,30,32.2,No,No,
2013-01-26,Townsville,26.9,33.8,0,7.8,11,N,35,W,N,17,28,55,55,999.6,995.9,5,5,31.2,33.4,No,No,
2013-03-13,Townsville,22.2,30.5,0,10.2,10,NE,41,SE,ENE,11,31,58,59,1008.9,1005.1,6,4,26.3,28.3,No,No,
2013-03-24,Townsville,23.6,30.8,0,7.2,9,ENE,39,SE,ENE,13,30,68,61,1015.4,1011.9,6,3,27.7,30.3,No,No,
2013-03-26,Townsville,22.5,30.6,0,8,9,ENE,39,SE,ENE,15,26,69,60,1014.3,1011.3,5,7,27.1,30.1,No,No,
2013-03-27,Townsville,22.7,30.9,0,8,8,ENE,44,SE,ENE,17,35,65,55,1014.7,1011.4,7,5,27.1,28.9,No,No,
2013-04-13,Townsville,22.1,29.2,0,4,7,S,37,SSW,E,20,17,67,62,1011.9,1008.7,7,6,24.2,28.2,No,No,
2013-04-19,Townsville,20.7,29.5,0,5.6,11,NNE,24,NE,NE,6,13,71,59,1014.1,1010.7,3,1,26.9,28.8,No,No,
2013-04-22,Townsville,24.4,30.3,0,6.6,11,ENE,30,ENE,NE,13,20,69,63,1013.8,1011.1,2,1,27.9,29,No,No,
2013-04-23,Townsville,20.8,30.2,0,6,11,NNW,26,WNW,NE,6,15,76,54,1015.6,1012.5,3,1,27.4,29.3,No,No,
2013-04-25,Townsville,20.8,30.1,0,4.6,10,NE,28,ESE,NE,7,17,76,56,1017.6,1014.8,4,2,26.7,29,No,No,
2013-04-28,Townsville,19,30,0,6.8,9,SE,39,S,E,15,20,53,48,1017.8,1014.1,4,6,25.7,28.7,No,No,
